politician,BioGuideID,disclosure_date,TransactionDate,ticker,action,Range,chamber,amount,party,last_modified,TickerType,Description,ExcessReturn,PriceChange,SPYChange
John Boozman,B001236,2025-12-08,2025-11-20,EFA,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,1.27971632421265,5.76501534414731,4.48529901993466
John Boozman,B001236,2025-12-08,2025-11-20,RNWAX,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,,,
John Boozman,B001236,2025-12-08,2025-11-13,CRM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,7.63017167880153,9.06708813376035,1.43691645495882
John Boozman,B001236,2025-12-08,2025-11-06,AAXJ,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-3.70918893082119,-1.98421164924259,1.72497728157861
John Boozman,B001236,2025-12-08,2025-11-21,CMBS,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-3.44565520937217,0.0101895251681324,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,JMBS,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-3.97974781247089,-0.523903077930587,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,MBB,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-4.0213489758221,-0.565504241281801,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,MDY,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,1.83162607188915,5.28747080642945,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,GIGB,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-3.92916659340433,-0.473321858864025,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-21,PYPL,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-1.65627398994728,1.79957074459303,3.4558447345403
John Boozman,B001236,2025-12-08,2025-11-20,WWSYX,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,,,
John Boozman,B001236,2025-12-08,2025-11-13,AMZN,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-6.23109104877985,-4.79417459382103,1.43691645495882
John Boozman,B001236,2025-12-08,2025-11-13,ANET,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-5.68864323930264,-4.25172678434383,1.43691645495882
John Boozman,B001236,2025-12-08,2025-11-06,VWO,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,-2.91567154792776,-1.19069426634916,1.72497728157861
John Boozman,B001236,2025-12-08,2025-11-06,VEA,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-08,Stock,,1.68448978230752,3.40946706388612,1.72497728157861
April Mcclain Delaney,M001232,2025-12-08,2025-11-20,BRO,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-09,ST,,-1.97336734447623,2.51193167545843,4.48529901993466
April Mcclain Delaney,M001232,2025-12-08,2025-11-17,EME,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-09,ST,,-0.419445946488225,2.00359829898593,2.42304424547416
April Mcclain Delaney,M001232,2025-12-08,2025-11-17,LH,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-09,ST,,-1.34793998714306,1.0751042583311,2.42304424547416
April Mcclain Delaney,M001232,2025-12-08,2025-11-17,PWR,SELL,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-09,ST,,0.210075908202607,2.63312015367677,2.42304424547416
April Mcclain Delaney,M001232,2025-12-08,2025-11-03,MKL,BUY,"$1,001 - $15,000",Representatives,1001.0,D,2025-12-09,ST,,11.1178732856295,10.8950391538072,-0.222834131822302
Markwayne Mullin,M001190,2025-12-05,2025-11-10,COF,BUY,"$50,001 - $100,000",Senate,50001.0,R,2025-12-05,Stock,,7.88223839406644,7.94608821927754,0.0638498252110999
Markwayne Mullin,M001190,2025-12-05,2025-11-10,ZTS,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-12-05,Stock,,-1.0071672974542,-0.9433174722431,0.0638498252110999
Markwayne Mullin,M001190,2025-12-05,2025-11-10,PNR,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-12-05,Stock,,-2.52957804307842,-2.46572821786732,0.0638498252110999
Markwayne Mullin,M001190,2025-12-05,2025-11-10,CSX,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-12-05,Stock,,6.39970370554062,6.46355353075172,0.0638498252110999
David J. Taylor,T000490,2025-12-05,2025-12-03,AMGN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-08,ST,,-7.7112556555125,-8.01343292223959,-0.302177266727099
David J. Taylor,T000490,2025-12-05,2025-12-03,AMGN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-08,ST,,-7.7112556555125,-8.01343292223959,-0.302177266727099
David J. Taylor,T000490,2025-12-05,2025-12-03,V,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-08,ST,,5.82992217737907,5.52774491065197,-0.302177266727099
Shelley Moore Capito,C001047,2025-12-04,2025-11-13,META,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-12-04,Stock,,4.19360708207246,5.63052353703127,1.43691645495882
Shelley Moore Capito,C001047,2025-12-04,2025-11-13,PAYX,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-04,Stock,,1.82784204235782,3.26475849731664,1.43691645495882
Shelley Moore Capito,C001047,2025-12-04,2025-11-13,LOW,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-12-04,Stock,,5.39766254015934,6.83457899511816,1.43691645495882
Tim Moore,M001236,2025-12-02,2025-11-28,CBRL,SELL,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,-5.15472937906237,-5.39979231568017,-0.245062936617807
Tim Moore,M001236,2025-12-02,2025-11-28,HOG,SELL,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,-11.5965050503156,-11.8415679869334,-0.245062936617807
Tim Moore,M001236,2025-12-02,2025-11-21,HOG,BUY,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,-11.3483362021171,-7.8924914675768,3.4558447345403
Tim Moore,M001236,2025-12-02,2025-11-20,CBRL,BUY,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,0.751512685879742,5.2368117058144,4.48529901993466
Tim Moore,M001236,2025-12-02,2025-11-20,HY,BUY,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,22.2040177033572,26.6893167232918,4.48529901993466
Tim Moore,M001236,2025-12-02,2025-11-19,VZ,SELL,"$100,001 - $250,000",Representatives,100001.0,R,2025-12-03,ST,,-3.62885739850095,-0.728332119446461,2.90052527905449
Tim Moore,M001236,2025-12-02,2025-11-12,HY,BUY,"$50,001 - $100,000",Representatives,50001.0,R,2025-12-03,ST,,12.9458300570095,12.7309371850857,-0.214892871923852
Tim Moore,M001236,2025-12-02,2025-11-07,GNPX,BUY,"$1,001 - $15,000",Representatives,1001.0,R,2025-12-03,ST,,-34.1593601711197,-32.541567695962,1.61779247515765
Tim Moore,M001236,2025-12-02,2025-11-05,VZ,BUY,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,2.37962720864176,3.02343159486017,0.64380438621841
Tim Moore,M001236,2025-12-02,2025-11-05,LGIH,SELL,"$50,001 - $100,000",Representatives,50001.0,R,2025-12-03,ST,,-0.499860318770333,0.143944067448078,0.64380438621841
Tim Moore,M001236,2025-12-02,2025-11-05,HY,BUY,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,-2.16962598246253,-1.52582159624412,0.64380438621841
Tim Moore,M001236,2025-12-02,2025-11-04,LGIH,BUY,"$15,001 - $50,000",Representatives,15001.0,R,2025-12-03,ST,,8.61442968592677,9.56130483689539,0.946875150968614
Tim Moore,M001236,2025-12-02,2025-11-03,HY,BUY,"$50,001 - $100,000",Representatives,50001.0,R,2025-12-03,ST,,-5.58687678594363,-5.80971091776593,-0.222834131822302
Sheldon Whitehouse,W000802,2025-12-01,2025-11-21,KO,BUY,"$1,001 - $15,000",Senate,1001.0,D,2025-12-01,Stock,,-6.78689339800844,-3.33104866346814,3.4558447345403
Sheldon Whitehouse,W000802,2025-12-01,2025-11-21,GH,BUY,"$1,001 - $15,000",Senate,1001.0,D,2025-12-01,Stock,,-6.63360986449668,-3.17776512995637,3.4558447345403
Sheldon Whitehouse,W000802,2025-12-01,2025-11-21,HSY,BUY,"$1,001 - $15,000",Senate,1001.0,D,2025-12-01,Stock,,-5.69778021841126,-2.24193548387096,3.4558447345403
David H. McCormick,M001243,2025-11-27,2025-11-25,BITB,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-11-27,Stock,,2.28504613033749,3.28559393428813,1.00054780395064
David H. McCormick,M001243,2025-11-27,2025-11-24,BITB,BUY,"$50,001 - $100,000",Senate,50001.0,R,2025-11-27,Stock,,-0.72227641127061,1.21775025799793,1.94002666926854
Markwayne Mullin,M001190,2025-11-21,2025-11-03,MSFT,BUY,"$250,001 - $500,000",Senate,250001.0,R,2025-11-21,Stock,,-7.223542287341,-7.4463764191633,-0.222834131822302
Markwayne Mullin,M001190,2025-11-21,2025-11-03,TMUS,SELL,"$50,001 - $100,000",Senate,50001.0,R,2025-11-21,Stock,,-3.7905437945991,-4.0133779264214,-0.222834131822302
Markwayne Mullin,M001190,2025-11-21,2025-11-03,CMG,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-21,Stock,,14.916582148325,14.6937480165027,-0.222834131822302
Markwayne Mullin,M001190,2025-11-21,2025-11-03,FI,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-11-21,Stock,,-1.77060674125589,-2.05710776788456,-0.286501026628671
Lisa Mcclain,M001136,2025-11-21,2025-10-31,RGEN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,5.61546519111839,5.58835368308063,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PLTR,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-8.4030775476813,-8.43018905571906,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,FN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,6.90910528882174,6.88199378078398,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,HOMB,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.58982210332042,7.56271059528266,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,MTZ,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,8.28044222904089,8.25333072100313,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,DKS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-3.46803412303019,-3.49514563106795,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SBCF,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.51886068295525,7.49174917491749,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PFG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.04757795258796,7.0204664445502,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CNM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.52040395725202,7.49329244921427,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AVB,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.74054297077926,1.7134314627415,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,RIO,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,5.4912876998415,5.46417619180374,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TMHC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,5.6454681808908,5.61835667285304,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CEG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-6.60949326649805,-6.6366047745358,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,DRI,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.20945955133501,1.18234804329725,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PFGC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-3.68386637081276,-3.71097787885052,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,HDB,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-0.883987332381895,-0.911098840419653,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,GTY,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.03731930971476,4.010207801677,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,OTIS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-4.95348357605021,-4.98059508408797,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,COP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.5445546770677,7.51744316902994,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CLX,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-7.48667117024785,-7.5137826782856,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,WYNN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,3.95181106262218,3.92469955458442,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,NVO,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.48283330342797,1.45572179539021,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SHW,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-4.68385271762468,-4.71096422566243,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BCS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,10.9624302609461,10.9353187529083,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,FMC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-8.27875533441445,-8.30586684245221,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PWR,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-2.42652107050297,-2.45363257854073,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,WTRG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-2.73999072101681,-2.76710222905457,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PSTG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-27.7135166581223,-27.7406281661601,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ITW,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,5.8076953060043,5.78058379796654,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SATS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,43.4356863711338,43.408574863096,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,LPX,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-0.477996975488815,-0.505108483526573,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,VRT,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-16.3526458288906,-16.3797573369283,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,MCD,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,6.15585191617368,6.12874040813592,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SAP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-5.8111254828472,-5.83823699088496,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,L,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.79810387444997,4.77099236641221,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,DDOG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-10.2978071087548,-10.3249186167926,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,V,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.107876901006,2.08076539296824,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TSLA,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,0.55278173758042,0.525670229542662,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,MGPI,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.50645035101298,7.47933884297522,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AMH,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-1.4918758337344,-1.51898734177215,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BAX,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,3.70875742032796,3.6816459122902,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CACI,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.84125112564559,1.81413961760783,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,GSK,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.18844313415812,4.16133162612037,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SYY,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,0.107886952302705,0.0807754442649465,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BAC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,3.18894499728004,3.16183348924228,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,GOOGL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,10.0203545109895,9.99324300295175,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,EME,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-7.68693744280423,-7.71404895084199,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,VALE,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.9898906643653,4.96277915632754,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BRO,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.3847739108469,2.35766240280914,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ENTG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.0973310122422,1.07021950420444,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CASY,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,5.26493765429938,5.23782614626162,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,NFLX,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-14.8952201509723,-14.9223316590101,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,HAS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,6.89383932876898,6.86672782073122,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SJM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-1.88500824087581,-1.91211974891357,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ACIW,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-0.18284020306869,-0.209951711106448,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BCO,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.48483011185209,7.45771860381433,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BK,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,8.4585022242427,8.43139071620494,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,QLYS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,23.773663511932,23.7465520038942,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PEP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,3.14847505105918,3.12136354302143,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,GOOG,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,10.2109167738102,10.1838052657725,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,NVS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.11976842701343,7.09265691897567,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TMUS,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-7.06167687568041,-7.08878838371817,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,FTNT,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-4.8438823598322,-4.87099386786996,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,OPCH,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,27.7259205744995,27.6988090664618,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ALLE,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-2.95292106721711,-2.98003257525487,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BP,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,0.397165592865528,0.37005408482777,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TSM,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-2.76555234044608,-2.79266384848384,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,BL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.50746085301593,2.48034934497817,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,RF,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,14.0766982848973,14.0495867768595,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,RBA,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.79429554351448,4.76718403547672,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,SONY,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-3.98866475585611,-4.01577626389387,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,META,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-0.608347734655232,-0.635459242692991,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,MKSI,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,8.41901186291912,8.39190035488136,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,UTHR,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,10.928936710651,10.9018252026132,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ITT,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-6.05166949374535,-6.07878100178311,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,KO,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,2.37834518002613,2.35123367198837,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TXT,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,7.89742458810211,7.87031308006435,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,NCLH,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-6.93096164093638,-6.95807314897414,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,HMC,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,1.43694757361153,1.40983606557377,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,ROIV,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,10.5823891468572,10.5552776388194,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,JD,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-10.8687722692019,-10.8958837772397,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,DUK,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-7.21343555551816,-7.24054706355591,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,DELL,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-19.7432730361262,-19.7703845441639,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,DHI,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.97076592177533,4.94365441373757,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,UNH,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,0.10908832031085,0.0819768122730919,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CMI,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,16.5620228587963,16.5349113507585,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,VST,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-9.63831600125593,-9.66542750929369,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,IEX,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,4.38381277947133,4.35670127143357,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,TER,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,6.41465552212227,6.38754401408451,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,PDD,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,-16.9596164522203,-16.986727960258,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,AZN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,9.04410179929989,9.01699029126213,-0.0271115080377582
Lisa Mcclain,M001136,2025-11-21,2025-10-31,CIEN,SELL,"$1,001 - $15,000",Representatives,1001.0,R,2025-11-24,ST,,15.0439607077008,15.016849199663,-0.0271115080377582
